created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,lang,supplemental_language,,self_thread
2021-04-29 10:41:16+00:00,1387718621103726592,1387718621103726592,"Ted Cruz was roasted for appearing to nod off as Biden spoke. He blamed the president: ""Boring, but radical."" https://t.co/RiR7UyQZKC",False,"[0, 133]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RiR7UyQZKC', 'expanded_url': 'https://wapo.st/3gIjCYy', 'display_url': 'wapo.st/3gIjCYy', 'indices': [110, 133]}]}","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,2467791,2467791,,,,,False,254,1776,1387718621103726593,1387718621103726592,False,False,False,True,en,
2021-04-23 19:44:36+00:00,1385681028342329344,1385681028342329344,"Under President Biden's tax plan, 13 states and D.C. would have a top combined capital gains tax rate at or above 50%:

56.7% CA
54.3% NY
54.2% NJ
53.3% OR
53.3% MN
52.4% DC
52.2% VT
50.7% HI
50.6% ME
50.4% CT
50.3% ID
50.2% NE
50.2% MT
50.0% DE

(58.2% NYC)
(57.3% Portland, OR) https://t.co/GfWgBZhlbs",False,"[0, 279]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1385680475088375814, 'id_str': '1385680475088375814', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EzrtDOnWUAYVgJL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzrtDOnWUAYVgJL.jpg', 'url': 'https://t.co/GfWgBZhlbs', 'display_url': 'pic.twitter.com/GfWgBZhlbs', 'expanded_url': 'https://twitter.com/TaxFoundation/status/1385681028342329344/photo/1', 'type': 'photo', 'original_info': {'width': 1356, 'height': 1148, 'focus_rects': [{'x': 0, 'y': 0, 'h': 759, 'w': 1356}, {'x': 208, 'y': 0, 'h': 1148, 'w': 1148}, {'x': 344, 'y': 0, 'h': 1148, 'w': 1007}, {'x': 560, 'y': 0, 'h': 1148, 'w': 574}, {'x': 0, 'y': 0, 'h': 1148, 'w': 1356}]}, 'sizes': {'small': {'w': 680, 'h': 576, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1016, 'resize': 'fit'}, 'large': {'w': 1356, 'h': 1148, 'resize': 'fit'}}}]}","{'media': [{'id': 1385680475088375814, 'id_str': '1385680475088375814', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EzrtDOnWUAYVgJL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzrtDOnWUAYVgJL.jpg', 'url': 'https://t.co/GfWgBZhlbs', 'display_url': 'pic.twitter.com/GfWgBZhlbs', 'expanded_url': 'https://twitter.com/TaxFoundation/status/1385681028342329344/photo/1', 'type': 'photo', 'original_info': {'width': 1356, 'height': 1148, 'focus_rects': [{'x': 0, 'y': 0, 'h': 759, 'w': 1356}, {'x': 208, 'y': 0, 'h': 1148, 'w': 1148}, {'x': 344, 'y': 0, 'h': 1148, 'w': 1007}, {'x': 560, 'y': 0, 'h': 1148, 'w': 574}, {'x': 0, 'y': 0, 'h': 1148, 'w': 1356}]}, 'sizes': {'small': {'w': 680, 'h': 576, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1016, 'resize': 'fit'}, 'large': {'w': 1356, 'h': 1148, 'resize': 'fit'}}, 'media_key': '3_1385680475088375814'}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,16686673,16686673,,,,,False,706,772,1385681028342329344,1385681028342329344,False,False,False,True,en,,"{'id': 1385681028342329344, 'id_str': '1385681028342329344'}"
2021-04-23 14:33:49+00:00,1385602818296492032,1385602818296492032,"After Hugo Chavez took over Venezuela, he packed their Supreme Court.

What Democrats are trying to do now by packing the Supreme Court is fundamentally corrupt.

https://t.co/XzWMZJCHMv https://t.co/cQeUPuqAac",False,"[0, 186]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XzWMZJCHMv', 'expanded_url': 'https://www.foxnews.com/politics/court-packing-venezuela-latin-america-reality', 'display_url': 'foxnews.com/politics/court…', 'indices': [163, 186]}], 'media': [{'id': 1385260768204136449, 'id_str': '1385260768204136449', 'indices': [187, 210], 'media_url': 'http://pbs.twimg.com/media/Ezlzea9XMAELYxs.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ezlzea9XMAELYxs.jpg', 'url': 'https://t.co/cQeUPuqAac', 'display_url': 'pic.twitter.com/cQeUPuqAac', 'expanded_url': 'https://twitter.com/tedcruz/status/1385602818296492041/video/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}","{'media': [{'id': 1385260768204136449, 'id_str': '1385260768204136449', 'indices': [187, 210], 'media_url': 'http://pbs.twimg.com/media/Ezlzea9XMAELYxs.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ezlzea9XMAELYxs.jpg', 'url': 'https://t.co/cQeUPuqAac', 'display_url': 'pic.twitter.com/cQeUPuqAac', 'expanded_url': 'https://twitter.com/tedcruz/status/1385602818296492041/video/1', 'type': 'video', 'original_info': {'width': 1280, 'height': 720}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 185367, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1385260768204136449/vid/480x270/AVW77RdSmstC2QCK.mp4?tag=14'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1385260768204136449/vid/640x360/j1W2an9D9ragjuMl.mp4?tag=14'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1385260768204136449/vid/1280x720/izPi2CvmxUWBZHri.mp4?tag=14'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1385260768204136449/pl/ZRVqq_rdgbCVgIsT.m3u8?tag=14'}]}, 'media_key': '13_1385260768204136449', 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}}]}","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,,,,23022687,23022687,,,,,False,3695,12889,1385602818296492041,1385602818296492032,False,False,False,True,en,
2021-04-28 13:12:27+00:00,1387394279560159232,1387394279560159232,"Not sure I'd be using the words ""fleeing"" and ""Texas"" in the same sentence, Senator Cancun https://t.co/hgRsrN11vQ",False,"[0, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hgRsrN11vQ', 'expanded_url': 'https://twitter.com/tedcruz/status/1387390919012495362', 'display_url': 'twitter.com/tedcruz/status…', 'indices': [91, 114]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,158414847,158414847,,,,,True,1387390919012495362,1387390919012495360,"{'url': 'https://t.co/hgRsrN11vQ', 'expanded': 'https://twitter.com/tedcruz/status/1387390919012495362', 'display': 'twitter.com/tedcruz/status…'}",11843,95410,1387394279560159234,1387394279560159232,False,False,False,True,en,
2021-04-25 20:57:22+00:00,1386424116492730368,1386424116492730368,"Fauci tells CNN updated outdoor mask guidance likely very soon: ""The risk when you’re outdoors – which we have been saying all along – is extremely low. And if you are vaccinated, it’s even lower. So you’re going to be hearing about those kinds of recommendations soon.”",False,"[0, 270]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,22771961,22771961,,,,,False,1456,10420,1386424116492730377,1386424116492730368,False,False,en,
